sku,offercode,location_original,location,instance_type,instance_family,vcpu,clock_speed,memory,storage,network_performance,processor_architecture,tenancy,os,usagetype,operation,pd_key,price_description,unit,price
7X78H3D9NEDJN4WB,JRTCKXETXF,,location_free,,,,,,,,,,,APS2-SAE1-S3RTC-Out-Bytes,,7X78H3D9NEDJN4WB.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Sydney) Data Transfer for Replication Time Control to South America (Sao Paulo),GB,0.015
NNS3QCGBEUD4DUJ6,JRTCKXETXF,,location_free,,,,,,,,,,,EUS1-APN1-S3RTC-In-Bytes,,NNS3QCGBEUD4DUJ6.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Tokyo) Data Transfer for Replication Time Control to EU (Milan),GB,0
XWGEGZEW7BN2F3J4,JRTCKXETXF,,location_free,,,,,,,,,,,SAE1-USE1-S3RTC-Out-Bytes,,XWGEGZEW7BN2F3J4.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - South America (Sao Paulo) Data Transfer for Replication Time Control to US East (N. Virginia),GB,0.015
SHZQE4BKHYCY8GD8,JRTCKXETXF,,location_free,,,,,,,,,,,EUW2-APN1-S3RTC-In-Bytes,,SHZQE4BKHYCY8GD8.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Tokyo) Data Transfer for Replication Time Control to EU (London),GB,0
WQDHR3KM9Y6SY98K,JRTCKXETXF,,location_free,,,,,,,,,,,APN2-MES1-S3RTC-Out-Bytes,,WQDHR3KM9Y6SY98K.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to Middle East (Bahrain),GB,0.015
JWG7Q6ASYJ53UJVQ,JRTCKXETXF,,location_free,,,,,,,,,,,EU-MES1-S3RTC-Out-Bytes,,JWG7Q6ASYJ53UJVQ.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Ireland) Data Transfer for Replication Time Control to Middle East (Bahrain),GB,0.015
CSV6UZMGSVGJ69EN,JRTCKXETXF,,location_free,,,,,,,,,,,USW2-USW1-S3RTC-In-Bytes,,CSV6UZMGSVGJ69EN.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - US West (N. California) Data Transfer for Replication Time Control to US West (Oregon),GB,0
SUB2EQSGG78J284G,JRTCKXETXF,,location_free,,,,,,,,,,,EUN1-MES1-S3RTC-Out-Bytes,,SUB2EQSGG78J284G.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Stockholm) Data Transfer for Replication Time Control to Middle East (Bahrain),GB,0.015
GDFDSRZZD76H5JSB,JRTCKXETXF,,location_free,,,,,,,,,,,MES1-AFS1-S3RTC-Out-Bytes,,GDFDSRZZD76H5JSB.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to Africa (Cape Town),GB,0.015
GX7WDTAN4VSYPH8C,JRTCKXETXF,,location_free,,,,,,,,,,,EUC1-CloudFront-In-Bytes,,GX7WDTAN4VSYPH8C.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for S3-DT-InterRegion Inbound,GB,0
Q74HGCG25B6FUUHY,JRTCKXETXF,,location_free,,,,,,,,,,,EUW2-APN2-S3RTC-In-Bytes,,Q74HGCG25B6FUUHY.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to EU (London),GB,0
Z5R7W8855SDFZ6Q2,JRTCKXETXF,,location_free,,,,,,,,,,,APS2-APS3-S3RTC-In-Bytes,,Z5R7W8855SDFZ6Q2.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Mumbai) Data Transfer for Replication Time Control to Asia Pacific (Sydney),GB,0
TSA2VFWMP2999PRM,JRTCKXETXF,,location_free,,,,,,,,,,,CAN1-APS1-S3RTC-In-Bytes,,TSA2VFWMP2999PRM.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to Canada (Central),GB,0
CEPP8D3DBDNQH8N8,JRTCKXETXF,,location_free,,,,,,,,,,,EUW2-APS3-S3RTC-In-Bytes,,CEPP8D3DBDNQH8N8.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Mumbai) Data Transfer for Replication Time Control to EU (London),GB,0
WDXEMQX73PK6JHXK,JRTCKXETXF,,location_free,,,,,,,,,,,EUC1-EUS1-S3RTC-Out-Bytes,,WDXEMQX73PK6JHXK.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Frankfurt) Data Transfer for Replication Time Control to EU (Milan),GB,0.015
DBPK7DAB2F6QKSBS,JRTCKXETXF,,location_free,,,,,,,,,,,EUW2-USE1-S3RTC-Out-Bytes,,DBPK7DAB2F6QKSBS.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (London) Data Transfer for Replication Time Control to US East (N. Virginia),GB,0.015
5DBU3YJR6WXHJFDP,JRTCKXETXF,,location_free,,,,,,,,,,,APS3-AFS1-S3RTC-In-Bytes,,5DBU3YJR6WXHJFDP.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Africa (Cape Town) Data Transfer for Replication Time Control to Asia Pacific (Mumbai),GB,0
U254FFHNM6KCV7EZ,JRTCKXETXF,,location_free,,,,,,,,,,,USW1-APE1-S3RTC-Out-Bytes,,U254FFHNM6KCV7EZ.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - US West (N. California) Data Transfer for Replication Time Control to Asia Pacific (Hong Kong),GB,0.015
E2676UUE358F2NQ3,JRTCKXETXF,,location_free,,,,,,,,,,,APN2-APN3-S3RTC-In-Bytes,,E2676UUE358F2NQ3.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Osaka) Data Transfer for Replication Time Control to Asia Pacific (Seoul),GB,0
GV7UDT5V3GWBP3PV,JRTCKXETXF,,location_free,,,,,,,,,,,SAE1-CloudFront-In-Bytes,,GV7UDT5V3GWBP3PV.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for S3-DT-InterRegion Inbound,GB,0
Z5R7QKDKN8TMAQA7,JRTCKXETXF,,location_free,,,,,,,,,,,USW1-DataTransfer-Out-Bytes,,Z5R7QKDKN8TMAQA7.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for S3-DT-AWS Outbound,GB,0
AUXVGHEJ2W62K2ME,JRTCKXETXF,,location_free,,,,,,,,,,,AFS1-EU-S3RTC-In-Bytes,,AUXVGHEJ2W62K2ME.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - EU (Ireland) Data Transfer for Replication Time Control to Africa (Cape Town),GB,0
8VVA5HQU49R8HVMG,JRTCKXETXF,,location_free,,,,,,,,,,,EUW2-EUW2-S3RTC-Out-Bytes,,8VVA5HQU49R8HVMG.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (London) Data Transfer for Replication Time Control to EU (London),GB,0.015
XMBW7RX25X9PKU65,JRTCKXETXF,,location_free,,,,,,,,,,,USE1-AFS1-S3RTC-Out-Bytes,,XMBW7RX25X9PKU65.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Africa (Cape Town),GB,0.015
3G3RN896B2GBWFZF,JRTCKXETXF,,location_free,,,,,,,,,,,APS2-USW2-S3RTC-In-Bytes,,3G3RN896B2GBWFZF.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - US West (Oregon) Data Transfer for Replication Time Control to Asia Pacific (Sydney),GB,0
SQUNP5YSDS6JNCM4,JRTCKXETXF,,location_free,,,,,,,,,,,EUS1-EU-S3RTC-Out-Bytes,,SQUNP5YSDS6JNCM4.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Milan) Data Transfer for Replication Time Control to EU (Ireland),GB,0.015
QVK8FEQ5QMAPTJN6,JRTCKXETXF,,location_free,,,,,,,,,,,EUW3-APE1-S3RTC-In-Bytes,,QVK8FEQ5QMAPTJN6.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Hong Kong) Data Transfer for Replication Time Control to EU (Paris),GB,0
7WANP73ZNA7HM763,JRTCKXETXF,,location_free,,,,,,,,,,,EUC1-CNN1-S3RTC-In-Bytes,,7WANP73ZNA7HM763.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - China (Ningxia) Data Transfer for Replication Time Control to EU (Frankfurt),GB,0
6P2MDGANKPQ5T5Y4,JRTCKXETXF,,location_free,,,,,,,,,,,CAN1-EU-S3RTC-Out-Bytes,,6P2MDGANKPQ5T5Y4.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Canada (Central) Data Transfer for Replication Time Control to EU (Ireland),GB,0.015
YGVJD5WVR4N5994Z,JRTCKXETXF,,location_free,,,,,,,,,,,CNN1-CNN1-S3RTC-Out-Bytes,,YGVJD5WVR4N5994Z.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - China (Beijing) Data Transfer for Replication Time Control to China (Beijing),GB,0.015
YXJZ2YUWMDFKXUU8,JRTCKXETXF,,location_free,,,,,,,,,,,APN2-EUC1-S3RTC-Out-Bytes,,YXJZ2YUWMDFKXUU8.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to EU (Frankfurt),GB,0.015
D6U5RE8BMVFK6FCM,JRTCKXETXF,,location_free,,,,,,,,,,,EU-SAE1-S3RTC-Out-Bytes,,D6U5RE8BMVFK6FCM.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Ireland) Data Transfer for Replication Time Control to South America (Sao Paulo),GB,0.015
BM4C598PA56TCKQP,JRTCKXETXF,,location_free,,,,,,,,,,,USW1-APS3-S3RTC-In-Bytes,,BM4C598PA56TCKQP.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Mumbai) Data Transfer for Replication Time Control to US West (N. California),GB,0
D37V84XDQYMUXH3E,JRTCKXETXF,,location_free,,,,,,,,,,,APN2-EU-S3RTC-Out-Bytes,,D37V84XDQYMUXH3E.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to EU (Ireland),GB,0.015
KQH9U8RFG8KDAMG8,JRTCKXETXF,,location_free,,,,,,,,,,,EUC1-USW1-S3RTC-Out-Bytes,,KQH9U8RFG8KDAMG8.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Frankfurt) Data Transfer for Replication Time Control to US West (N. California),GB,0.015
BZCJTR8BS98M6QY6,JRTCKXETXF,,location_free,,,,,,,,,,,USE1-USW2-S3RTC-Out-Bytes,,BZCJTR8BS98M6QY6.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to US West (Oregon),GB,0.015
FUXRTNA6HE5GW8S4,JRTCKXETXF,,location_free,,,,,,,,,,,USE2-APS2-S3RTC-Out-Bytes,,FUXRTNA6HE5GW8S4.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - US East (Ohio) Data Transfer for Replication Time Control to Asia Pacific (Sydney),GB,0.015
C7EZPP9M9KHANCB7,JRTCKXETXF,,location_free,,,,,,,,,,,CNW1-CNN1-S3RTC-In-Bytes,,C7EZPP9M9KHANCB7.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - China (Ningxia) Data Transfer for Replication Time Control to China (Beijing),GB,0
ZT2NVWE9M35GGYBU,JRTCKXETXF,,location_free,,,,,,,,,,,EUW2-MES1-S3RTC-Out-Bytes,,ZT2NVWE9M35GGYBU.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (London) Data Transfer for Replication Time Control to Middle East (Bahrain),GB,0.015
BMC7GZB4YZRKJW8U,JRTCKXETXF,,location_free,,,,,,,,,,,USW1-SAE1-S3RTC-In-Bytes,,BMC7GZB4YZRKJW8U.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - South America (Sao Paulo) Data Transfer for Replication Time Control to US West (N. California),GB,0
35PVF3KXA3Q83NRZ,JRTCKXETXF,,location_free,,,,,,,,,,,EUC1-DataTransfer-In-Bytes,,35PVF3KXA3Q83NRZ.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for S3-DT-AWS Inbound,GB,0
WER4XK7J6Q4NVDAZ,JRTCKXETXF,,location_free,,,,,,,,,,,EUW3-USW2-S3RTC-Out-Bytes,,WER4XK7J6Q4NVDAZ.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Paris) Data Transfer for Replication Time Control to US West (Oregon),GB,0.015
QQYUPB7ZY2Y9A5QZ,JRTCKXETXF,,location_free,,,,,,,,,,,EUW3-APN2-S3RTC-In-Bytes,,QQYUPB7ZY2Y9A5QZ.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to EU (Paris),GB,0
WBQWWBU23KMKD5MU,JRTCKXETXF,,location_free,,,,,,,,,,,EUS1-USE1-S3RTC-In-Bytes,,WBQWWBU23KMKD5MU.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to EU (Milan),GB,0
R8D8TP9KSAUCWUV3,JRTCKXETXF,,location_free,,,,,,,,,,,EUW3-MES1-S3RTC-In-Bytes,,R8D8TP9KSAUCWUV3.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to EU (Paris),GB,0
K8Q4M4BN239KN39W,JRTCKXETXF,,location_free,,,,,,,,,,,EUW3-APN3-S3RTC-In-Bytes,,K8Q4M4BN239KN39W.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Osaka) Data Transfer for Replication Time Control to EU (Paris),GB,0
EZR5R5WSJDZG7PJA,JRTCKXETXF,,location_free,,,,,,,,,,,APS3-APN2-S3RTC-In-Bytes,,EZR5R5WSJDZG7PJA.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to Asia Pacific (Mumbai),GB,0
SZGUVGN9ZUKDYDKF,JRTCKXETXF,,location_free,,,,,,,,,,,APS3-EU-S3RTC-Out-Bytes,,SZGUVGN9ZUKDYDKF.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Mumbai) Data Transfer for Replication Time Control to EU (Ireland),GB,0.015
CPV7FGHF93NKQSCS,JRTCKXETXF,,location_free,,,,,,,,,,,MES1-EUW3-S3RTC-Out-Bytes,,CPV7FGHF93NKQSCS.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to EU (Paris),GB,0.015
JU9VDW6T6D9RW749,JRTCKXETXF,,location_free,,,,,,,,,,,MES1-AFS1-S3RTC-In-Bytes,,JU9VDW6T6D9RW749.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Africa (Cape Town) Data Transfer for Replication Time Control to Middle East (Bahrain),GB,0
VPNGDXKUMEQ2DXSK,JRTCKXETXF,,location_free,,,,,,,,,,,USE2-EUS1-S3RTC-Out-Bytes,,VPNGDXKUMEQ2DXSK.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - US East (Ohio) Data Transfer for Replication Time Control to EU (Milan),GB,0.015
HWEQUZYVJY27T4HX,JRTCKXETXF,,location_free,,,,,,,,,,,APS1-EUS1-S3RTC-Out-Bytes,,HWEQUZYVJY27T4HX.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to EU (Milan),GB,0.015
SVRB9G95Z6KTZVDY,JRTCKXETXF,,location_free,,,,,,,,,,,EUC1-DataTransfer-Out-Bytes,,SVRB9G95Z6KTZVDY.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for S3-DT-AWS Outbound,GB,0
ANDJVEKVPVZNT2AY,JRTCKXETXF,,location_free,,,,,,,,,,,EUS1-APS1-S3RTC-In-Bytes,,ANDJVEKVPVZNT2AY.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to EU (Milan),GB,0
QDPJGSQJWB3BCC7E,JRTCKXETXF,,location_free,,,,,,,,,,,USE1-APS2-S3RTC-Out-Bytes,,QDPJGSQJWB3BCC7E.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - US East (N. Virginia) Data Transfer for Replication Time Control to Asia Pacific (Sydney),GB,0.015
GD73TE8PBCWUYCAN,JRTCKXETXF,,location_free,,,,,,,,,,,SAE1-EUC1-S3RTC-In-Bytes,,GD73TE8PBCWUYCAN.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - EU (Frankfurt) Data Transfer for Replication Time Control to South America (Sao Paulo),GB,0
JYH7U6MD97B2BRBJ,JRTCKXETXF,,location_free,,,,,,,,,,,EU-EUN1-S3RTC-Out-Bytes,,JYH7U6MD97B2BRBJ.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Ireland) Data Transfer for Replication Time Control to EU (Stockholm),GB,0.015
9BGBCC42TZAJB3MC,JRTCKXETXF,,location_free,,,,,,,,,,,USW2-APN1-S3RTC-In-Bytes,,9BGBCC42TZAJB3MC.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Tokyo) Data Transfer for Replication Time Control to US West (Oregon),GB,0
FFZUDNY5B7RX4GCS,JRTCKXETXF,,location_free,,,,,,,,,,,EUS1-AFS1-S3RTC-Out-Bytes,,FFZUDNY5B7RX4GCS.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Milan) Data Transfer for Replication Time Control to Africa (Cape Town),GB,0.015
7AP266UV6556DDFD,JRTCKXETXF,,location_free,,,,,,,,,,,APS3-USE2-S3RTC-In-Bytes,,7AP266UV6556DDFD.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - US East (Ohio) Data Transfer for Replication Time Control to Asia Pacific (Mumbai),GB,0
6W5WYC3WC8YGC2J3,JRTCKXETXF,,location_free,,,,,,,,,,,EU-USE1-S3RTC-Out-Bytes,,6W5WYC3WC8YGC2J3.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Ireland) Data Transfer for Replication Time Control to US East (N. Virginia),GB,0.015
8RX8T3ZGM23DH4B8,JRTCKXETXF,,location_free,,,,,,,,,,,AFS1-AFS1-S3RTC-Out-Bytes,,8RX8T3ZGM23DH4B8.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Africa (Cape Town) Data Transfer for Replication Time Control to Africa (Cape Town),GB,0.015
ZXJCQMSR94UG2U4M,JRTCKXETXF,,location_free,,,,,,,,,,,APS1-USE2-S3RTC-In-Bytes,,ZXJCQMSR94UG2U4M.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - US East (Ohio) Data Transfer for Replication Time Control to Asia Pacific (Singapore),GB,0
MHHUYVDQTTCPJN6W,JRTCKXETXF,,location_free,,,,,,,,,,,APS2-EUC1-S3RTC-In-Bytes,,MHHUYVDQTTCPJN6W.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - EU (Frankfurt) Data Transfer for Replication Time Control to Asia Pacific (Sydney),GB,0
3H9PJW5W83HNV93U,JRTCKXETXF,,location_free,,,,,,,,,,,CAN1-USW2-S3RTC-In-Bytes,,3H9PJW5W83HNV93U.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - US West (Oregon) Data Transfer for Replication Time Control to Canada (Central),GB,0
VFP8Q5JCYN4XD3ZW,JRTCKXETXF,,location_free,,,,,,,,,,,APN2-EUW3-S3RTC-In-Bytes,,VFP8Q5JCYN4XD3ZW.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - EU (Paris) Data Transfer for Replication Time Control to Asia Pacific (Seoul),GB,0
RRVNAV2WX588Y248,JRTCKXETXF,,location_free,,,,,,,,,,,APN3-USW1-S3RTC-Out-Bytes,,RRVNAV2WX588Y248.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Osaka) Data Transfer for Replication Time Control to US West (N. California),GB,0.015
XEZBW9HYEUPRYWKU,JRTCKXETXF,,location_free,,,,,,,,,,,CAN1-EUN1-S3RTC-Out-Bytes,,XEZBW9HYEUPRYWKU.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Canada (Central) Data Transfer for Replication Time Control to EU (Stockholm),GB,0.015
YE24WAUDEH99M74K,JRTCKXETXF,,location_free,,,,,,,,,,,EU-AFS1-S3RTC-In-Bytes,,YE24WAUDEH99M74K.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Africa (Cape Town) Data Transfer for Replication Time Control to EU (Ireland),GB,0
MVYTKR6AY8M4HEPQ,JRTCKXETXF,,location_free,,,,,,,,,,,APN1-USW1-S3RTC-In-Bytes,,MVYTKR6AY8M4HEPQ.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - US West (N. California) Data Transfer for Replication Time Control to Asia Pacific (Tokyo),GB,0
YS2PNG2E3MP2K33W,JRTCKXETXF,,location_free,,,,,,,,,,,USW2-AFS1-S3RTC-Out-Bytes,,YS2PNG2E3MP2K33W.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - US West (Oregon) Data Transfer for Replication Time Control to Africa (Cape Town),GB,0.015
NVUU9V89E46CDWYA,JRTCKXETXF,,location_free,,,,,,,,,,,APS1-USE1-S3RTC-Out-Bytes,,NVUU9V89E46CDWYA.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to US East (N. Virginia),GB,0.015
DSNXWXW9MA92DUFH,JRTCKXETXF,,location_free,,,,,,,,,,,EUW3-EU-S3RTC-In-Bytes,,DSNXWXW9MA92DUFH.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - EU (Ireland) Data Transfer for Replication Time Control to EU (Paris),GB,0
N9U7DXMWAGU8Z62P,JRTCKXETXF,,location_free,,,,,,,,,,,EUS1-EU-S3RTC-In-Bytes,,N9U7DXMWAGU8Z62P.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - EU (Ireland) Data Transfer for Replication Time Control to EU (Milan),GB,0
ATYJ7A5WJUEHD7B6,JRTCKXETXF,,location_free,,,,,,,,,,,APS2-EUW3-S3RTC-In-Bytes,,ATYJ7A5WJUEHD7B6.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - EU (Paris) Data Transfer for Replication Time Control to Asia Pacific (Sydney),GB,0
ZWXEF752ZDPHJWV6,JRTCKXETXF,,location_free,,,,,,,,,,,UGW1-DataTransfer-In-Bytes,,ZWXEF752ZDPHJWV6.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for S3-DT-AWS Inbound,GB,0
HVPCMBPJKYK4HNQB,JRTCKXETXF,,location_free,,,,,,,,,,,EUW2-MES1-S3RTC-In-Bytes,,HVPCMBPJKYK4HNQB.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to EU (London),GB,0
T6NHJQ6JCMSRHGPG,JRTCKXETXF,,location_free,,,,,,,,,,,APS1-CloudFront-Out-Bytes,,T6NHJQ6JCMSRHGPG.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for S3-DT-InterRegion Outbound,GB,0
SBUKYBCRRYKJQDFP,JRTCKXETXF,,location_free,,,,,,,,,,,SAE1-USE2-S3RTC-Out-Bytes,,SBUKYBCRRYKJQDFP.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - South America (Sao Paulo) Data Transfer for Replication Time Control to US East (Ohio),GB,0.015
35G75ACJN57QEQ6U,JRTCKXETXF,,location_free,,,,,,,,,,,SAE1-APN2-S3RTC-In-Bytes,,35G75ACJN57QEQ6U.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Seoul) Data Transfer for Replication Time Control to South America (Sao Paulo),GB,0
A2XVRCSRH9B94MKA,JRTCKXETXF,,location_free,,,,,,,,,,,MES1-APE1-S3RTC-Out-Bytes,,A2XVRCSRH9B94MKA.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Middle East (Bahrain) Data Transfer for Replication Time Control to Asia Pacific (Hong Kong),GB,0.015
45SEG85VBRMZ69JH,JRTCKXETXF,,location_free,,,,,,,,,,,EU-EUS1-S3RTC-In-Bytes,,45SEG85VBRMZ69JH.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - EU (Milan) Data Transfer for Replication Time Control to EU (Ireland),GB,0
TWER3CZWVM7FN23A,JRTCKXETXF,,location_free,,,,,,,,,,,USW2-APE1-S3RTC-Out-Bytes,,TWER3CZWVM7FN23A.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - US West (Oregon) Data Transfer for Replication Time Control to Asia Pacific (Hong Kong),GB,0.015
BWUPQ7ZAE3EGQNMS,JRTCKXETXF,,location_free,,,,,,,,,,,APS2-EUS1-S3RTC-Out-Bytes,,BWUPQ7ZAE3EGQNMS.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Sydney) Data Transfer for Replication Time Control to EU (Milan),GB,0.015
9P9XYC5PCNWK9MYY,JRTCKXETXF,,location_free,,,,,,,,,,,EUS1-APN3-S3RTC-Out-Bytes,,9P9XYC5PCNWK9MYY.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Milan) Data Transfer for Replication Time Control to Asia Pacific (Osaka),GB,0.015
54R2JNTANSEKQ8XH,JRTCKXETXF,,location_free,,,,,,,,,,,APS1-EUW2-S3RTC-Out-Bytes,,54R2JNTANSEKQ8XH.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Singapore) Data Transfer for Replication Time Control to EU (London),GB,0.015
W7W68F2V72HPRJMW,JRTCKXETXF,,location_free,,,,,,,,,,,APS1-APN1-S3RTC-In-Bytes,,W7W68F2V72HPRJMW.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Tokyo) Data Transfer for Replication Time Control to Asia Pacific (Singapore),GB,0
RX66S3KERGV4YBS4,JRTCKXETXF,,location_free,,,,,,,,,,,DataTransfer-In-Bytes,,RX66S3KERGV4YBS4.JRTCKXETXF.6YS6EN2CT7,$0.0 per GB for S3-DT-AWS Inbound,GB,0
NUB7PJZ4NRR3SVDP,JRTCKXETXF,,location_free,,,,,,,,,,,APS3-APN1-S3RTC-Out-Bytes,,NUB7PJZ4NRR3SVDP.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - Asia Pacific (Mumbai) Data Transfer for Replication Time Control to Asia Pacific (Tokyo),GB,0.015
SQEH2M6H7CPZHXJE,JRTCKXETXF,,location_free,,,,,,,,,,,APN2-SAE1-S3RTC-In-Bytes,,SQEH2M6H7CPZHXJE.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - South America (Sao Paulo) Data Transfer for Replication Time Control to Asia Pacific (Seoul),GB,0
USJ3ZYZH4EGWRX5Z,JRTCKXETXF,,location_free,,,,,,,,,,,EUC1-APE1-S3RTC-Out-Bytes,,USJ3ZYZH4EGWRX5Z.JRTCKXETXF.6YS6EN2CT7,$0.015 per GB - EU (Frankfurt) Data Transfer for Replication Time Control to Asia Pacific (Hong Kong),GB,0.015
55BZYRSUXRFWCMU4,JRTCKXETXF,,location_free,,,,,,,,,,,CAN1-APN3-S3RTC-In-Bytes,,55BZYRSUXRFWCMU4.JRTCKXETXF.6YS6EN2CT7,$0.00 per GB - Asia Pacific (Osaka) Data Transfer for Replication Time Control to Canada (Central),GB,0
